47.31428571	0
47.65714286	7
48.0	0
48.34285714	2
48.68571429	12
48.68571429	4
49.02857143	14
49.02857143	7
49.37142857	9
49.37142857	16
49.37142857	5
49.71428571	0
50.05714286	9
50.05714286	16
50.05714286	5
50.4	0
50.74285714	9
50.74285714	16
50.74285714	4
51.08571429	0
51.42857143	11
51.42857143	16
51.42857143	7
52.11428571	14
52.8	19
53.48571429	12
53.48571429	2
53.82857143	9
54.17142857	2
54.51428571	12
54.85714286	11
54.85714286	11
54.85714286	4
55.2	7
55.54285714	9
55.54285714	5
55.88571429	0
56.22857143	5
56.57142857	9
56.91428571	12
57.25714286	17
57.6	21
57.94285714	9
58.28571429	12
58.62857143	17
58.97142857	21
59.31428571	24
59.65714286	26
59.65714286	2
60.0	9
60.34285714	14
60.68571429	16
61.02857143	33
61.02857143	17
61.37142857	21
61.71428571	24
61.71428571	26
61.71428571	33
61.71428571	10
62.05714286	5
62.4	31
62.4	10
62.74285714	12
63.08571429	22
63.08571429	29
63.08571429	14
63.42857143	17
63.77142857	24
63.77142857	28
63.77142857	0
64.11428571	7
64.45714286	12
64.8	14
65.14285714	36
65.14285714	16
65.48571429	19
65.65714286	24
65.74285714	28
65.82857143	36
65.82857143	9
66.17142857	4
66.51428571	9
66.85714286	11
67.2	12
67.54285714	16
67.88571429	28
67.88571429	4
68.22857143	11
68.57142857	16
68.91428571	18
69.25714286	35
69.25714286	19
69.6	21
69.77142857	26
69.85714286	30
69.94285714	35
69.94285714	11
72.0	26
72.0	2
72.34285714	9
72.68571429	14
73.02857143	16
73.37142857	33
73.37142857	17
73.71428571	14
73.88571429	23
73.97142857	28
74.05714286	33
74.05714286	4
74.74285714	32
75.42857143	4
75.77142857	2
76.11428571	11
76.11428571	16
76.11428571	4
76.45714286	11
76.8	4
77.14285714	6
77.48571429	11
77.48571429	16
77.48571429	19
77.48571429	23
77.48571429	7
77.82857143	11
78.17142857	14
78.17142857	23
78.17142857	0
78.51428571	7
78.85714286	12
78.85714286	21
78.85714286	0
79.2	2
79.54285714	11
79.54285714	19
79.54285714	4
79.88571429	7
80.22857143	14
80.22857143	18
80.22857143	2
80.57142857	9
80.91428571	2
81.25714286	4
81.6	14
81.6	18
81.6	23
81.6	26
81.6	6
81.94285714	9
82.28571429	14
82.28571429	18
82.28571429	23
82.28571429	26
82.28571429	11
82.62857143	6
82.97142857	11
83.31428571	1
83.65714286	2
84.0	4
84.34285714	13
84.34285714	18
84.34285714	25
84.34285714	6
84.34285714	1
85.02857143	21
85.71428571	18
86.4	12
86.4	16
86.4	0
87.77142857	23
87.77142857	0
87.77142857	4
88.45714286	14
88.45714286	11
88.45714286	2
89.48571429	11
89.82857143	14
89.82857143	2
89.82857143	9
90.51428571	11
90.51428571	16
90.51428571	4
90.85714286	4
91.2	8
91.54285714	11
91.88571429	16
92.22857143	20
92.57142857	23
93.25 -1
